"id","name","code","user_type_id/id","chart_template_id/id","reconcile"
"pcg_5061","Crédit de mobilisation de créances commerciales","5061","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5063","Mobilisation de créances nées à l'étranger","5063","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5067","Autres concours bancaires","5067","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_507","Emprunts échus et impayés","507","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_508","Intérêts courus (à subdiviser selon la même ventilation que le compte 50)","508","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_511","Prêts courants liés au cycle d'exploitation","511","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_516","Échéances à moins d'un an sur autres créances financières","517","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5231","Actions Titres cotés","5231","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5235","Actions Titres non cotés","5235","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_524","Autres titres conférant un droit de propriété","524","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_525","Obligations et bons émis par la société et rachetés par elle","525","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5261","Obligations Titres cotés","5261","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5265","Obligations Titres non cotés","5265","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5266","Obligations Échéances à moins d'un an sur les obligations immobilisées","5266","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_527","Bons du trésor et bons de caisse à court terme","527","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5281","Autres valeurs mobilières","5281","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5288","Intérêts courus sur obligations, bons et valeurs assimilées","5288","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_529","Versements restant à effectuer sur valeurs mobilières de placement non libérées","529","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5311","Coupons échus à l'encaissement","5311","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5312","Chèques à encaisser","5312","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5313","Effets à l'encaissement","5313","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5314","Effets à l'escompte","5314","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5321","Comptes en dinars","5321","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5324","Comptes en devises","5324","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_534","C.C.P","534","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_537","Autres organismes financiers","537","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5411","Caisse en dinars","5411","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_5414","Caisse en devises","5414","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_542","Caisse succursales","542","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_55","Régies d'avances et accréditifs","55","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_58","Virements internes","58","account.data_account_type_liquidity","l10n_tn.tn_chart_template","True"
"pcg_59","Provisions pour dépréciation des comptes financiers (Meme ventilation que les comptes de la classe 5)","59","account.data_account_type_liquidity","l10n_tn.tn_chart_template","False"
"pcg_601","Achats stockés - Matières premières et fournitures liées","601","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6021","Matières consommables","6021","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6022","Fournitures consommables","6022","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6026","Emballages","6026","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_604","Achats d'études et prestations de services (y compris achat de sous-traitance de production)","604","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_605","Achats de matériel équipements et travaux","605","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_606","Achats non stockés de matières et fournitures","606","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"tn_pcg_expense","Achats de marchandises","607","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_608","Achats liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée","608","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6098","Rabais, remises et ristournes obtenus sur achats liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée","6098","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_611","Sous-traitance générale","611","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_613","Locations (y compris malis sur emballages)","613","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_614","Charges locatives et de copropriété","614","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_615","Entretien et réparations","615","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_616","Primes d'assurance","616","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_617","Études, recherches et divers services extérieurs","617","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_618","Autres charges liées à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée","618","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_619","Rabais, remises et ristournes obtenus sur services extérieurs","619","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_621","Personnel extérieur à l'entreprise","621","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_622","Rémunérations d'intermédiaires et honoraires ","622","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_623","Publicité, publications, relations publiques","623","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6241","Transports sur achats","6241","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6242","Transports sur ventes","6242","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6244","Transports administratifs","6244","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6247","Transports collectifs du personnel","6247","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6248","Transports Divers","6248","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6251","Voyages et déplacements","6251","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6255","Frais de déménagement","6255","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6256","Missions","6256","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6257","Réceptions","6257","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_626","Frais postaux et frais de télécommunications","626","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6271","Frais sur titres (achat, vente, garde)","6271","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6272","Commissions et frais sur émission d'emprunts","6272","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6275","Frais sur effets","6275","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6276","Location de coffres","6276","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6278","Autres frais et commissions sur prestations de services","6278","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_628","Autres services extérieurs liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée","628","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_629","Rabais, remises et ristournes obtenus sur autres services extérieurs","629","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_631","Redevances pour concessions de marques, brevets, licences,procédés, droits et valeurs similaires","631","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_633","Jetons de présence","633","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6341","Pertes sur créances de l'exercice","6341","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6344","Pertes sur créances des exercices antérieurs","6344","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6351","Quote-part de bénéfice transférée (comptabilité du gérant)","6351","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6355","Quote-part de perte supportée (comptabilité des associés non gérants)","6355","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_636","Charges nettes sur cessions d'immobilisations et autres pertes sur éléments non récurrents ou exceptionnels","636","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_637","Réduction de valeur","637","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_638","Charges diverses ordinaires liées à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée","638","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6400","Salaires","6400","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6401","Heures supplémentaires sur salaire","6401","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6402","Primes sur salaire","6402","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6403","Gratifications sur salaire","6403","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6404","Avantages en nature sur salaire","6404","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6409","Autres compléments de salaires","6409","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6420","Appointements","6420","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6421","Heures supplémentaires sur Appointements","6421","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6422","Primes sur Appointements","6422","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6423","Gratifications sur Appointements","6423","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6424","Avantages en nature sur Appointements","6424","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6429","Autres compléments d'appointements","6429","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_643","Indemnités représentatives de frais","643","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6440","Commissions au personnel sur achats","6440","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6441","Commissions au personnel sur ventes","6441","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_645","Rémunérations des administrateurs, gérants et associés","645","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64600","Charges connexes aux salaires: Congés payés","64600","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64602","Charges connexes aux salaires: Indemnités de préavis et de licenciements (gratification de fin de service)","64602","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64604","Charges connexes aux salaires: Supplément familial","64604","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64620","Charges connexes aux appointements: Congés payés","64620","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64622","Charges connexes aux appointements: Indemnités de préavis et de licenciement (gratification de fin de service)","64622","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64624","Charges connexes aux appointements: Supplément familial","64624","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64640","Charges connexes aux commissions: Congés payés","64640","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64642","Charges connexes aux commissions: Indemnités de préavis et de licenciement (gratification de fin de service)","64642","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64644","Charges connexes aux commissions: Supplément familial","64644","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64650","Charges connexes aux rémunérations des administrateurs et gérants: Congés payés","64650","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64652","Charges connexes aux rémunérations des administrateurs et gérants: Indemnités de préavis et de licenciement","64652","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_64654","Charges connexes aux rémunérations des administrateurs et gérants: Supplément familial","64654","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6470","Cotisations de sécurité sociale sur salaires","6470","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6472","Cotisations de sécurité sociale sur appointements","6472","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6474","Cotisations de sécurité sociale sur commissions","6474","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6475","Cotisations de sécurité sociale sur rémunérations des administrateurs et gérants","6475","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6476","Prestations directes","6476","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_648","Charges de personnel liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","648","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6490","Autres charges de personnel","6490","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6495","Autres charges sociales","6495","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_65116","Intérêts des emprunts et dettes assimilées","65116","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_65117","Intérêts des dettes rattachées à des participations","65117","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6515","Intérêts des comptes courants et des dépôts créditeurs","6515","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6516","Intérêts bancaires et sur opérations de financement","6516","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6518","Intérêts des autres dettes (y compris les pénalités et intérêts de retard sur emprunts)","6518","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_653","Pertes sur créances liées à des participations","653","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_654","Escomptes accordés","654","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_655","Pertes de change","655","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_656","Charges nettes sur cessions de valeurs mobilières","656","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_657","Autres charges financières","657","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_658","Charges financières liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","658","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6611","TFP","6611","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6612","FOPROLOS","6612","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6618","Autres impôts, taxes et versements assimilés sur rémunérations","6618","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6651","Impôts et taxes divers (sauf impôts sur les bénéfices)","6651","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6652","Taxes sur le chiffre d'affaires non récupérables","6652","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6654","Droits d'enregistrement et de timbre","6654","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6655","Taxes sur les véhicules","6655","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6658","Autres droits","6658","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_668","Impôts et taxes liés à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","668","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_67","Pertes extraordinaires","67","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68111","Dotations aux amortissements et aux provisions: Immobilisations incorporelles","68111","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68112","Dotations aux amortissements et aux provisions: Immobilisations corporelles","68112","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6812","Dotations aux résorptions des charges reportées","6812","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6815","Dotations aux provisions pour risques et charges d'exploitation","6815","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68161","Dotations aux provisions pour dépréciation des immobilisations incorporelles et corporelles: Immobilisations incorporelles","68161","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68162","Dotations aux provisions pour dépréciation des immobilisations incorporelles et corporelles: Immobilisations corporelles","68162","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68173","Dotations aux provisions pour dépréciation des actifs courants: Stocks et en-cours","68173","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68174","Dotations aux provisions pour dépréciation des actifs courants: Créances","68174","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6818","Dotations aux amortissements et aux provisions liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","6818","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6861","Dotations aux amortissements des primes de remboursement des obligations","6861","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6865","Dotations aux provisions pour risques et charges financiers","6865","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68662","Dotations aux provisions pour dépréciation des éléments financiers: Immobilisations financières","68662","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68665","Dotations aux provisions pour dépréciation des éléments financiers: Immobilisations financières","68662","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_68665","Dotations aux provisions pour dépréciation des éléments financiers: Placements et prêts courants","68665","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_6868","Dotations aux amortissements et aux provisions liées à une modification comptable inscrite dans le résultat de l'exercice ou à une activité abandonnée. (charges financières)","6868","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_691","Impôts sur les bénéfices calculés sur le résultat des activités ordinaires","691","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_695","Autres impôts sur les bénéfices (régimes particuliers)","695","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_697","Impôts sur les bénéfices calculés sur les éléments extraordinaires<","697","account.data_account_type_expenses","l10n_tn.tn_chart_template","False"
"pcg_7012","Produits finis non achevés (contrat de longue durée)","7012","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_702","Ventes de produits intermédiaires","702","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_703","Ventes de produits résiduels","703","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_705","Études et prestations de services","705","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_706","Produits des activités annexes<","706","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"tn_pcg_sale","Ventes de marchandises","707","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_708","Ventes liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","708","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7091","Rabais, remises et ristournes accordés par l'entreprise Sur ventes de produits finis","7091","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7092","Rabais, remises et ristournes accordés par l'entreprise Sur ventes de produits intermédiaires","7092","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7095","Rabais, remises et ristournes accordés par l'entreprise Sur études et prestations de services","7095","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7096","Rabais, remises et ristournes accordés par l'entreprise Sur activités annexes","7096","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7097","Rabais, remises et ristournes accordés par l'entreprise Sur ventes de marchandises","7097","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7098","Rabais, remises et ristournes accordés par l'entreprise Sur ventes liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","7098","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7133","Variation des en-cours de production de biens<","7133","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7134","Variation des en-cours de production de services","7134","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7135","Variation des stocks de produits","7135","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_721","Production immobilisée incorporelles","721","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_722","Production immobilisée corporelles","722","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_728","Production immobilisée liée à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","728","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_731","Redevances pour concessions, brevets, licences, marques, procédés, droits et valeurs similaires","731","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_732","Revenus des immeubles non affectés aux activités professionnelles<","732","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_733","Jetons de présence et rémunérations d'administrateurs, gérants","733","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_734","Ristournes perçues des coopératives (provenant des excédents)","734","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_735","Quotes-parts de résultat sur opérations faites en commun","735","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_736","Produits nets sur cessions d'immobilisations et autres gains sur éléments non récurrents ou exceptionnels","736","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_738","Produits divers ordinaires liés à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","738","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_739","Quotes-parts des subventions d'investissement inscrites au résultat de l'exercice","739","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_741","Subventions d'exploitation","741","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_745","Subventions d'équilibre","745","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_748","Subventions liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","748","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_751","Produits de participations","751","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_752","Produits des autres immobilisations financières","752","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_753","Revenus des autres créances","753","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_754","Revenus des valeurs mobilières de placement","754","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_755","Escomptes obtenus","755","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_756","Gains de change","756","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_757","Produits nets sur cessions de valeurs mobilières","757","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_758","Produits financiers liés à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","758","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_77","Gains extraordinaires","77","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_78111","Reprises sur amortissements des immobilisations incorporelles<","78111","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_78112","Reprises sur amortissements des immobilisations corporelles","78112","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7815","Reprises sur provisions pour risques et charges d'exploitation","7815","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_78161","Reprises sur provisions pour dépréciation des immobilisations incorporelles","78161","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_78162","Reprises sur provisions pour dépréciation des immobilisations corporelles","78162","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_78173","Reprises sur provisions pour dépréciation des actifs courants: Stocks et en-cours","78173","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_78174","Reprises sur provisions pour dépréciation des actifs courants: Créances","78174","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7818","Reprises sur provisions liées à une modification comptable inscrite aux résultats ou à une activité abandonnée","7818","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7865","Reprises sur provisions pour risque et charges financières<","7865","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7866","Reprises sur provisions pour dépréciation des éléments financiers","7866","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_7868","Reprises sur provisions (à inscrire dans les produits financiers) liées à une modification comptable inscrite aux résultats de ou à une activité abandonnée","7868","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"
"pcg_79","Transferts de charges (A ventiler en fonction des comptes où ont été imputées les charges à transférer)","79","account.data_account_type_revenue","l10n_tn.tn_chart_template","False"

